Customer ID,Age,Gender,City,Region,Annual Income,Total Purchases,Total Spending,Average Order Value,Purchase Frequency,Last Purchase Date,Recency,Preferred Category,Customer Type
CUST-0253,38,Male,San Francisco,West,62829.25,4,536.55,134.14,4,2026-07-06,49,Office Supplies,Returning
CUST-0254,38,Female,Seattle,West,68621.51,10,1118.69,111.87,6,2026-07-08,47,Technology,Returning
CUST-0255,35,Male,Atlanta,South,58880.39,14,1611.7,115.12,8,2026-08-10,14,Groceries,Returning
CUST-0256,30,Male,San Diego,West,57836.29,1,125.8,125.8,1,2026-08-23,1,Fashion,New
CUST-0257,30,Male,San Diego,West,64043.4,18,2114.34,117.46,12,2026-08-19,5,Furniture,Returning
CUST-0258,18,Female,Los Angeles,West,70367.7,5,635.72,127.14,4,2026-06-24,61,Groceries,Returning
CUST-0259,44,Female,Dallas,Central,59757.04,12,1119.59,93.3,9,2025-12-23,244,Fashion,New
CUST-0260,31,Male,Chicago,Central,86259.8,2,201.59,100.79,2,2026-07-21,34,Groceries,Returning
CUST-0261,49,Female,Chicago,Central,110375.48,21,2954.82,140.71,12,2026-08-23,1,Groceries,Returning
CUST-0262,24,Female,Spokane,West,101111.52,14,1987.75,141.98,12,2026-07-29,26,Furniture,Loyal
CUST-0263,24,Male,New York City,East,92053.6,9,1201.64,133.52,5,2026-08-19,5,Fashion,Loyal
CUST-0264,18,Female,Denver,Central,95011.52,13,1173.22,90.25,8,2026-06-25,60,Office Supplies,Returning
CUST-0265,42,Male,Charlotte,South,110071.95,10,1422.86,142.29,7,2026-07-13,42,Technology,Loyal
CUST-0266,21,Male,Savannah,South,68990.05,2,320.1,160.05,2,2026-08-02,22,Technology,Returning
CUST-0267,33,Female,Raleigh,South,54841.73,1,110.93,110.93,1,2026-04-19,127,Technology,New
CUST-0268,49,Female,Houston,Central,45757.2,8,979.88,122.48,8,2026-07-05,50,Groceries,Returning
CUST-0269,39,Female,Charlotte,South,69589.16,19,2562.14,134.85,11,2025-10-19,309,Groceries,Returning
CUST-0270,50,Male,Houston,Central,60700.98,23,2142.95,93.17,14,2026-08-19,5,Fashion,Returning
CUST-0271,51,Male,Seattle,West,58631.93,11,1379.37,125.4,10,2026-06-17,68,Home Essentials,Returning
CUST-0272,46,Male,Orlando,South,67176.21,20,2233.56,111.68,11,2026-08-23,1,Furniture,Returning
CUST-0273,40,Female,New York City,East,40807.28,14,1385.1,98.94,11,2026-08-17,7,Office Supplies,Loyal
CUST-0274,52,Male,San Diego,West,71330.84,12,1236.44,103.04,10,2026-03-01,176,Fashion,New
CUST-0275,41,Male,Boston,East,37366.35,4,434.48,108.62,3,2026-07-27,28,Office Supplies,Returning
CUST-0276,26,Male,Spokane,West,45729.5,6,657.72,109.62,4,2026-08-20,4,Home Essentials,Loyal
CUST-0277,37,,Orlando,South,111567.57,9,877.02,97.45,7,2026-06-23,62,Technology,New
CUST-0278,18,Other,Houston,Central,80138.14,17,2254.52,132.62,15,2026-07-11,44,Office Supplies,Returning
CUST-0279,62,Female,Pittsburgh,East,37054.31,2,170.57,85.28,2,2026-04-28,118,Furniture,Returning
CUST-0280,33,Male,New York City,East,98796.7,14,1838.94,131.35,10,2026-07-31,24,Home Essentials,Returning
CUST-0281,29,Female,Boston,East,51958.72,27,3128.35,115.86,17,2026-04-21,125,Office Supplies,Returning
CUST-0282,54,Female,Philadelphia,East,98331.06,6,804.74,134.12,6,2026-06-21,64,Home Essentials,New
CUST-0283,50,Female,Orlando,South,22000,15,1769.3,117.95,12,2026-07-18,37,Technology,Loyal
CUST-0284,37,Male,Austin,Central,154200.22,20,3317.09,165.85,12,2026-05-17,99,Technology,Loyal
CUST-0285,50,Female,Boulder,Central,112110.28,22,3507.0,159.41,12,2026-07-25,30,Technology,New
CUST-0286,51,Female,Raleigh,South,55907.79,26,3094.85,119.03,17,2026-08-19,5,Fashion,Loyal
CUST-0287,38,Male,Tampa,South,92108.5,10,1266.05,126.61,6,2026-06-04,81,Fashion,Returning
CUST-0288,46,Male,San Diego,West,34735.87,27,2284.02,84.59,16,2026-04-25,121,Office Supplies,Returning
CUST-0289,44,Male,Dallas,Central,89090.62,22,3104.22,141.1,12,2026-08-18,6,Technology,Loyal
CUST-0290,46,Female,Charlotte,South,89420.39,12,725.73,60.48,9,2026-08-16,8,Home Essentials,Returning
CUST-0291,25,Male,Orlando,South,61186.4,16,1935.73,120.98,13,2026-08-06,18,Technology,Loyal
CUST-0292,23,Female,Houston,Central,89017.35,25,2668.24,106.73,17,2026-08-12,12,Office Supplies,Returning
CUST-0293,25,Male,Boulder,Central,52381.8,20,3489.03,174.45,13,2026-07-09,46,Furniture,Returning
CUST-0294,38,Male,Eugene,West,34528.09,4,409.0,102.25,3,2026-05-28,88,Technology,Returning
CUST-0295,44,Female,Chicago,Central,84189.52,25,1564.48,62.58,15,2026-08-16,8,Office Supplies,Loyal
CUST-0296,45,Female,Philadelphia,East,108327.61,20,2386.12,119.31,16,2026-01-13,223,Fashion,Returning
CUST-0297,44,Male,Atlanta,South,66477.93,23,2256.4,98.1,15,2026-08-23,1,Furniture,Loyal
CUST-0298,42,Female,New York City,East,68541.43,6,549.41,91.57,6,2026-06-03,82,Technology,New
CUST-0299,25,Male,Raleigh,South,56420.57,9,1413.14,157.02,6,2026-08-04,20,Technology,Returning
CUST-0300,24,Female,Chicago,Central,47067.56,3,359.73,119.91,2,2026-06-27,58,Home Essentials,New
CUST-0301,43,Female,Boulder,Central,41496.74,22,2088.92,94.95,12,2026-03-30,147,Groceries,Returning
CUST-0302,72,Female,Springfield,Central,86448.25,10,1272.01,127.2,8,2026-08-23,1,Home Essentials,New
CUST-0303,18,Female,Spokane,West,101207.73,29,4894.28,168.77,16,2026-06-30,55,Groceries,Loyal
CUST-0304,47,Male,Austin,Central,72733.66,13,1299.75,99.98,7,2026-07-17,38,Home Essentials,Returning
CUST-0305,41,Female,Austin,Central,63613.57,13,1294.43,99.57,7,2026-08-10,14,Technology,Returning
CUST-0306,22,Male,Philadelphia,East,56480.67,16,1275.87,79.74,11,2026-07-04,51,Office Supplies,Returning
CUST-0307,42,Female,Atlanta,South,95920.25,1,200.26,200.26,1,2026-06-01,84,Technology,New
CUST-0308,36,Female,Springfield,Central,96223.51,16,2510.51,156.91,9,2026-04-21,125,Fashion,Returning
CUST-0309,27,Male,Boulder,Central,75740.3,5,601.92,120.38,3,2026-03-17,160,Office Supplies,New
CUST-0310,29,Male,Springfield,Central,73777.69,12,1402.57,116.88,11,2026-07-02,53,Technology,Returning
CUST-0311,41,Female,Springfield,Central,45650.43,9,608.4,67.6,7,2026-08-07,17,Fashion,Returning
CUST-0312,24,Female,Orlando,South,48717.58,1,106.46,106.46,1,2026-07-20,35,Home Essentials,New
CUST-0313,54,Male,Spokane,West,46104.44,14,1794.59,128.18,14,2026-07-21,34,Fashion,Loyal
CUST-0314,30,Male,New York City,East,67898.73,4,461.63,115.41,4,2026-06-09,76,Furniture,Returning
CUST-0315,22,Male,Orlando,South,102766.16,8,793.21,99.15,8,2026-07-26,29,Technology,Loyal
CUST-0316,30,Female,Eugene,West,100340.04,3,449.31,149.77,2,2026-07-31,24,Office Supplies,Returning
CUST-0317,46,Male,Dallas,Central,122804.84,14,1350.21,96.44,10,2026-06-01,84,Office Supplies,Returning
CUST-0318,56,Male,Austin,Central,81697.45,26,3431.96,132.0,14,2026-07-21,34,Home Essentials,Loyal
CUST-0319,19,Male,Seattle,West,62645.54,24,2535.95,105.66,14,2026-08-06,18,Technology,Loyal
CUST-0320,33,Female,Buffalo,East,87882.93,12,1098.35,91.53,8,2026-06-24,61,Technology,Returning
CUST-0321,59,Male,Pittsburgh,East,70498.23,2,244.03,122.02,2,2026-06-17,68,Furniture,New
CUST-0322,35,Male,Charlotte,South,53290.66,1,111.01,111.01,1,2025-12-29,238,Technology,New
CUST-0323,38,Male,Raleigh,South,52992.94,7,968.2,138.31,6,2026-07-17,38,Office Supplies,Returning
CUST-0324,18,Female,Spokane,West,97476.92,1,115.99,115.99,1,2026-08-16,8,Office Supplies,Returning
CUST-0325,37,Female,Austin,Central,52566.74,21,2241.5,106.74,12,2026-08-23,1,Groceries,Loyal
CUST-0326,46,Female,San Francisco,West,77406.17,14,1861.27,132.95,9,2026-08-19,5,Home Essentials,Returning
CUST-0327,37,Male,Cambridge,East,74903.05,4,441.3,110.33,4,2026-03-05,172,Furniture,New
CUST-0328,49,Female,San Diego,West,75945.44,7,526.91,75.27,5,2026-07-19,36,Home Essentials,Returning
CUST-0329,38,Male,Pittsburgh,East,83138.83,25,2742.37,109.69,17,2026-06-11,74,Office Supplies,Loyal
CUST-0330,63,Male,Orlando,South,44250.85,18,642.64,35.7,12,2026-08-02,22,Fashion,Returning
CUST-0331,47,Female,Spokane,West,67650.46,12,1372.92,114.41,8,2026-06-02,83,Office Supplies,New
CUST-0332,27,Female,Raleigh,South,51505.84,16,1481.24,92.58,12,2026-07-21,34,Fashion,Loyal
CUST-0333,46,Male,Spokane,West,93639.1,8,950.89,118.86,5,2026-07-24,31,Technology,Returning
CUST-0334,35,Female,Dallas,Central,70515.5,25,2863.34,114.53,14,2026-08-16,8,Fashion,Loyal
CUST-0335,51,Female,Portland,West,82483.91,13,1555.64,119.66,11,2026-05-04,112,Office Supplies,Loyal
CUST-0336,41,Female,Chicago,Central,53313.21,11,1069.08,97.19,9,2026-08-08,16,Furniture,Returning
CUST-0337,29,Male,San Diego,West,78401.77,10,1343.33,134.33,6,2025-12-13,254,Office Supplies,Returning
CUST-0338,56,Female,Atlanta,South,84350.51,1,94.05,94.05,1,2025-09-07,351,Groceries,New
CUST-0339,45,Female,Spokane,West,52846.22,17,2184.96,128.53,10,2026-07-16,39,Home Essentials,Returning
CUST-0340,26,Male,Portland,West,63556.54,12,1514.1,126.17,10,2026-07-18,37,Office Supplies,Returning
CUST-0341,36,Female,New York City,East,43458.06,14,1511.47,107.96,14,2026-07-30,25,Furniture,Loyal
CUST-0342,41,Male,Tampa,South,61651.68,12,1322.08,110.17,8,2026-08-05,19,Technology,Returning
CUST-0343,56,Female,Savannah,South,33854.41,1,121.9,121.9,1,2026-01-30,206,Home Essentials,New
CUST-0344,37,Male,Boulder,Central,96707.5,26,4319.55,166.14,15,2026-08-23,1,Furniture,Loyal
CUST-0345,44,Female,New York City,East,99420.31,3,346.52,115.51,2,2026-07-19,36,Furniture,New
CUST-0346,32,Male,Chicago,Central,104319.74,1,111.71,111.71,1,2026-01-28,208,Furniture,New
CUST-0347,36,Male,Buffalo,East,92901.56,12,1662.03,138.5,8,2026-08-16,8,Groceries,Loyal
CUST-0348,38,Male,Charlotte,South,73409.36,9,1487.9,165.32,8,2025-11-11,286,Fashion,Returning
CUST-0349,41,Female,Dallas,Central,81774.6,13,1524.15,117.24,8,2026-08-21,3,Office Supplies,New
CUST-0350,55,Female,Charlotte,South,55850.33,10,1438.94,143.89,9,2026-08-01,23,Furniture,Returning
CUST-0351,22,Female,Seattle,West,43195.03,10,678.98,67.9,6,2026-08-19,5,Groceries,New
CUST-0352,35,Male,Austin,Central,106223.5,14,1733.29,123.81,10,2026-07-24,31,Technology,Loyal
CUST-0353,58,Female,Buffalo,East,52559.71,1,126.24,126.24,1,2026-02-08,197,Fashion,New
CUST-0354,18,Female,Houston,Central,104652.53,8,1232.27,154.03,7,2026-07-04,51,Technology,Returning
CUST-0355,68,Male,Denver,Central,42726.52,11,697.9,63.45,7,2026-07-03,52,Technology,Returning
CUST-0356,22,Female,Denver,Central,51075.31,13,945.39,72.72,13,2026-06-15,70,Home Essentials,Returning
CUST-0357,45,Male,Seattle,West,90684.6,9,1378.66,153.18,6,2026-08-13,11,Technology,New
CUST-0358,34,Male,Springfield,Central,42058.16,20,2603.86,130.19,19,2026-07-25,30,Furniture,Loyal
CUST-0359,37,Female,Orlando,South,74080.65,12,467.93,38.99,7,2026-08-12,12,Home Essentials,Returning
CUST-0360,18,Male,Seattle,West,62088.43,10,955.41,95.54,8,2026-04-02,144,Fashion,New
CUST-0361,51,Male,Philadelphia,East,82838.28,23,3356.39,145.93,15,2026-08-22,2,Home Essentials,Loyal
CUST-0362,47,Female,Buffalo,East,68730.06,21,2562.34,122.02,13,2026-06-26,59,Office Supplies,Returning
CUST-0363,18,Male,San Diego,West,84993.14,11,1071.33,97.39,8,2026-08-06,18,Fashion,Returning
CUST-0364,19,Male,New York City,East,103134.06,17,2009.7,118.22,15,2026-08-23,1,Home Essentials,Loyal
CUST-0365,32,Female,Eugene,West,66325.48,12,1622.76,135.23,7,2026-04-25,121,Office Supplies,New
CUST-0366,35,Male,Eugene,West,98640.48,11,989.16,89.92,8,2026-02-09,196,Furniture,Returning
CUST-0367,36,Female,Chicago,Central,73035.64,1,122.82,122.82,1,2026-08-05,19,Technology,Returning
CUST-0368,48,Female,Cambridge,East,81783.13,12,1161.92,96.83,10,2026-05-23,93,Office Supplies,New
CUST-0369,36,Male,Los Angeles,West,84278.52,1,137.74,137.74,1,2026-07-27,28,Furniture,New
CUST-0370,34,Female,New York City,East,73262.92,17,2246.98,132.18,11,2026-08-13,11,Groceries,Loyal
CUST-0371,25,Female,Charlotte,South,70113.79,11,846.58,76.96,7,2025-12-31,236,Fashion,Returning
CUST-0372,37,Female,Denver,Central,80573.74,8,670.97,83.87,5,2026-06-16,69,Groceries,New
CUST-0373,44,Female,Raleigh,South,44846.53,14,1371.45,97.96,13,2026-07-01,54,Office Supplies,Returning
CUST-0374,29,Female,Portland,West,120612.49,3,485.12,161.71,3,2025-12-29,238,Home Essentials,Returning
CUST-0375,20,Female,San Diego,West,72357.91,18,1733.39,96.3,12,2026-08-16,8,Groceries,Returning
CUST-0376,57,Female,Philadelphia,East,72250.31,9,848.44,94.27,8,2026-04-06,140,Home Essentials,Returning
CUST-0377,38,Female,Raleigh,South,51400.3,4,424.11,106.03,4,2026-07-24,31,Office Supplies,Loyal
CUST-0378,28,Female,Portland,West,76710.87,11,1260.92,114.63,9,2026-07-23,32,Furniture,Returning
CUST-0379,50,Female,New York City,East,56871.34,12,1266.73,105.56,8,2026-07-13,42,Office Supplies,Returning
CUST-0380,18,Female,Houston,Central,67138.38,3,292.7,97.57,2,2026-04-06,140,Office Supplies,New
CUST-0381,19,Male,Pittsburgh,East,61014.02,13,1060.78,81.6,9,2026-01-03,233,Technology,Returning
CUST-0382,50,Male,Los Angeles,West,72365.08,5,502.78,100.56,4,2026-07-12,43,Groceries,Returning
CUST-0383,39,Male,Seattle,West,46236.52,22,1691.54,76.89,13,2026-07-24,31,Home Essentials,Returning
CUST-0384,52,Male,San Francisco,West,26065.73,4,314.42,78.6,3,2026-06-12,73,Home Essentials,New
CUST-0385,62,Female,Orlando,South,66224.9,30,4384.75,146.16,18,2026-08-10,14,Furniture,Loyal
CUST-0386,42,Male,Buffalo,East,44627.29,1,92.47,92.47,1,2026-06-15,70,Technology,Returning
CUST-0387,41,Female,Los Angeles,West,48761.44,24,3090.99,128.79,14,2026-06-18,67,Groceries,Returning
CUST-0388,37,Female,Denver,Central,46361.45,4,403.76,100.94,3,2025-08-24,365,Fashion,New
CUST-0389,32,Male,Los Angeles,West,62013.03,3,261.64,87.21,3,2026-08-15,9,Technology,Returning
CUST-0390,33,Female,Eugene,West,73230.62,18,3119.31,173.29,11,2026-06-28,57,Furniture,Returning
CUST-0391,58,Male,Philadelphia,East,96854.96,14,1579.5,112.82,9,2026-06-28,57,Technology,Loyal
CUST-0392,40,Female,Raleigh,South,29956.54,18,1786.58,99.25,11,2026-08-22,2,Technology,Returning
CUST-0393,31,Female,Philadelphia,East,75437.23,19,2442.25,128.54,11,2026-04-10,136,Office Supplies,Returning
CUST-0394,49,Female,Dallas,Central,61466.15,16,2000.56,125.04,12,2026-07-29,26,Office Supplies,Loyal
CUST-0395,18,Female,Los Angeles,West,67670.86,10,1006.02,100.6,7,2026-08-18,6,Technology,Returning
CUST-0396,46,Female,Spokane,West,25722.62,5,340.85,68.17,3,2026-04-10,136,Office Supplies,Returning
CUST-0397,28,Male,Orlando,South,49971.4,20,2321.8,116.09,12,2026-08-11,13,Groceries,Loyal
CUST-0398,32,Female,Boston,East,69482.1,10,1004.03,100.4,6,2026-08-15,9,Furniture,Returning
CUST-0399,31,Female,Eugene,West,55711.64,6,770.41,128.4,4,2026-05-30,86,Home Essentials,Returning
CUST-0400,37,Female,Dallas,Central,41612.98,1,95.66,95.66,1,2026-08-04,20,Fashion,Returning
CUST-0401,36,Female,Houston,Central,96109.77,16,2153.97,134.62,9,2026-06-21,64,Office Supplies,Loyal
CUST-0402,56,Male,Boston,East,27206.35,18,1648.74,91.6,13,2026-07-15,40,Furniture,Returning
CUST-0403,49,Male,Dallas,Central,92667.91,19,3382.01,178.0,12,2026-08-09,15,Office Supplies,Returning
CUST-0404,58,Female,Buffalo,East,62553.54,7,690.76,98.68,6,2026-07-17,38,Technology,New
CUST-0405,41,Female,Eugene,West,57152.9,15,1621.39,108.09,12,2026-07-27,28,Home Essentials,Loyal
CUST-0406,38,Female,Los Angeles,West,67154.15,16,1052.09,65.76,10,2026-06-10,75,Office Supplies,Returning
CUST-0407,30,Female,Boston,East,56048.42,9,1046.6,116.29,5,2026-08-04,20,Office Supplies,Loyal
CUST-0408,22,Male,Boston,East,119886.06,12,2028.11,169.01,12,2026-08-05,19,Groceries,Returning
CUST-0409,40,Male,Orlando,South,110665.2,10,1358.78,135.88,7,2026-08-11,13,Office Supplies,Returning
CUST-0410,35,Other,Denver,Central,73633.93,18,1745.52,96.97,15,2026-08-14,10,Furniture,Loyal
CUST-0411,58,Female,Miami,South,55117.56,13,1418.92,109.15,8,2026-06-14,71,Technology,Returning
CUST-0412,30,Female,Dallas,Central,66714.87,5,226.53,45.31,4,2026-08-23,1,Groceries,New
CUST-0413,37,Female,Charlotte,South,22000,33,3019.32,91.49,19,2026-07-11,44,Furniture,Loyal
CUST-0414,26,Female,Los Angeles,West,53107.47,23,2346.43,102.02,13,2026-06-30,55,Technology,Returning
CUST-0415,25,Female,Philadelphia,East,76049.6,8,958.47,119.81,7,2026-08-14,10,Furniture,Returning
CUST-0416,40,Female,Eugene,West,65569.81,16,1862.67,116.42,9,2026-08-22,2,Home Essentials,Loyal
CUST-0417,38,Female,Boston,East,110376.35,14,1462.79,104.48,8,2026-07-01,54,Furniture,Returning
CUST-0418,31,Female,Orlando,South,65307.08,9,907.9,100.88,9,2026-08-23,1,Groceries,Returning
CUST-0419,64,Male,New York City,East,61932.63,12,1150.96,95.91,12,2026-08-16,8,Groceries,Loyal
CUST-0420,58,Male,San Diego,West,64146.84,14,1703.16,121.65,10,2026-07-24,31,Furniture,Loyal
CUST-0421,38,Female,Portland,West,22000,9,517.98,57.55,7,2026-07-05,50,Technology,Returning
CUST-0422,34,Male,Denver,Central,80846.0,2,198.43,99.21,2,2026-04-26,120,Technology,Returning
CUST-0423,48,Female,Austin,Central,73777.55,3,392.15,130.72,3,2026-07-28,27,Technology,Returning
CUST-0424,53,Female,San Francisco,West,92865.94,4,459.55,114.89,4,2026-07-28,27,Office Supplies,New
CUST-0425,23,Male,New York City,East,88967.3,3,352.23,117.41,3,2026-07-25,30,Office Supplies,Returning
CUST-0426,32,Male,Raleigh,South,77603.43,1,100.86,100.86,1,2026-02-24,181,Home Essentials,New
CUST-0427,38,Female,San Diego,West,113800.85,4,461.88,115.47,4,2026-08-19,5,Groceries,New
CUST-0428,28,Male,Spokane,West,80643.99,26,2820.02,108.46,15,2026-07-05,50,Technology,Loyal
CUST-0429,38,Female,Buffalo,East,66743.24,10,1087.83,108.78,7,2026-08-14,10,Groceries,New
CUST-0430,29,Male,Chicago,Central,79974.68,5,746.19,149.24,5,2026-07-28,27,Groceries,New
CUST-0431,50,Female,Eugene,West,96862.61,23,3396.77,147.69,14,2026-02-05,200,Technology,New
CUST-0432,41,Female,Denver,Central,99433.6,4,543.99,136.0,4,2025-08-24,365,Fashion,New
CUST-0433,48,Female,Raleigh,South,103343.62,11,1070.83,97.35,10,2026-08-05,19,Fashion,Loyal
CUST-0434,34,Male,Pittsburgh,East,95751.37,3,399.11,133.04,3,2026-06-10,75,Home Essentials,Returning
CUST-0435,30,Female,Orlando,South,91334.24,17,1704.41,100.26,14,2026-06-27,58,Office Supplies,Returning
CUST-0436,21,Female,Raleigh,South,41980.52,8,1070.86,133.86,6,2026-07-29,26,Furniture,Returning
CUST-0437,43,Male,Eugene,West,57123.31,15,1579.38,105.29,10,2026-05-24,92,Office Supplies,Loyal
CUST-0438,48,Other,San Francisco,West,87978.6,9,923.33,102.59,8,2026-03-19,158,Groceries,New
CUST-0439,48,Male,Orlando,South,61398.62,8,1295.34,161.92,5,2026-08-10,14,Home Essentials,New
CUST-0440,39,Female,San Francisco,West,43020.46,10,1493.05,149.31,6,2025-11-26,271,Technology,New
CUST-0441,48,Female,Dallas,Central,87772.01,12,1222.66,101.89,11,2026-05-16,100,Furniture,Loyal
CUST-0442,42,Female,Spokane,West,104821.83,2,315.59,157.79,2,2026-07-27,28,Home Essentials,Returning
CUST-0443,34,Male,Boulder,Central,96854.93,17,1752.17,103.07,11,2026-07-30,25,Furniture,Returning
CUST-0444,42,Female,Charlotte,South,68826.68,9,1063.38,118.15,9,2026-05-21,95,Office Supplies,Returning
CUST-0445,28,Female,Raleigh,South,89836.6,15,1916.53,127.77,10,2026-02-20,185,Groceries,Returning
CUST-0446,63,Female,San Diego,West,77861.2,30,4746.19,158.21,16,2026-08-12,12,Fashion,Returning
CUST-0447,40,Female,Miami,South,47687.06,19,2214.42,116.55,11,2026-05-09,107,Furniture,Returning
CUST-0448,38,Male,Boulder,Central,56415.78,17,2662.97,156.65,10,2025-12-25,242,Technology,New
CUST-0449,25,Male,Orlando,South,90320.54,4,496.71,124.18,3,2026-04-13,133,Home Essentials,New
CUST-0450,48,Other,New York City,East,84462.69,12,1355.76,112.98,10,2026-08-23,1,Groceries,Returning
CUST-0451,46,Male,New York City,East,85339.18,6,663.35,110.56,4,2026-08-21,3,Fashion,New
CUST-0452,40,Other,Los Angeles,West,87697.84,6,445.18,74.2,4,2026-06-18,67,Home Essentials,Returning
CUST-0453,40,Male,Charlotte,South,76143.9,9,1072.72,119.19,9,2026-07-02,53,Technology,Returning
CUST-0454,64,Female,Eugene,West,70095.53,4,628.61,157.15,3,2026-03-22,155,Technology,New
CUST-0455,28,Female,Buffalo,East,117609.03,1,130.88,130.88,1,2026-07-01,54,Home Essentials,New
CUST-0456,68,Male,Boulder,Central,84243.48,5,597.89,119.58,3,2026-06-12,73,Fashion,New
CUST-0457,30,Male,Buffalo,East,97672.23,8,1227.12,153.39,5,2026-04-29,117,Office Supplies,New
CUST-0458,52,Female,Springfield,Central,60526.0,15,2101.26,140.08,14,2026-08-19,5,Office Supplies,Returning
CUST-0459,39,Male,Denver,Central,83868.0,26,2440.05,93.85,14,2026-07-19,36,Groceries,Returning
CUST-0460,52,Male,Miami,South,117414.84,8,1257.15,157.14,6,2026-07-18,37,Technology,New
CUST-0461,19,Male,Boulder,Central,75439.42,1,130.15,130.15,1,2026-01-29,207,Technology,New
CUST-0462,51,Male,Buffalo,East,84736.16,6,839.45,139.91,6,2026-08-20,4,Home Essentials,Loyal
CUST-0463,35,Female,Portland,West,88975.56,15,1899.07,126.6,14,2026-08-01,23,Office Supplies,Returning
CUST-0464,21,Female,Boston,East,22000,8,886.61,110.83,7,2026-06-03,82,Office Supplies,Returning
CUST-0465,36,Female,Portland,West,80407.03,11,1244.53,113.14,7,2026-07-03,52,Home Essentials,Returning
CUST-0466,18,Female,Eugene,West,65411.04,1,127.13,127.13,1,2026-08-23,1,Technology,Returning
CUST-0467,56,Female,Dallas,Central,69848.24,6,611.77,101.96,5,2026-08-04,20,Technology,Returning
CUST-0468,51,Male,Dallas,Central,70507.29,1,132.24,132.24,1,2026-07-24,31,Groceries,New
CUST-0469,20,Female,Miami,South,77011.77,26,3212.56,123.56,14,2026-07-16,39,Groceries,Loyal
CUST-0470,43,Male,Chicago,Central,58309.0,10,662.07,66.21,10,2026-05-19,97,Office Supplies,Returning
CUST-0471,23,Other,Charlotte,South,51891.89,3,320.16,106.72,3,2026-08-12,12,Fashion,Returning
CUST-0472,55,Male,Philadelphia,East,104178.26,3,344.78,114.93,2,2026-06-05,80,Office Supplies,New
CUST-0473,47,Female,Boulder,Central,51074.28,7,813.08,116.15,7,2026-07-09,46,Office Supplies,Returning
CUST-0474,40,Male,Cambridge,East,56340.16,11,1230.51,111.86,11,2026-05-30,86,Technology,Returning
CUST-0475,66,Male,Pittsburgh,East,60704.69,8,949.85,118.73,5,2026-07-22,33,Technology,Returning
CUST-0476,32,Male,Springfield,Central,39639.76,9,684.54,76.06,8,2026-07-26,29,Groceries,Loyal
CUST-0477,48,Male,Tampa,South,74886.21,15,2056.23,137.08,12,2026-06-28,57,Office Supplies,Loyal
CUST-0478,61,Female,Austin,Central,42583.1,16,1188.44,74.28,9,2026-08-22,2,Technology,Returning
CUST-0479,22,Male,New York City,East,70172.16,14,1262.67,90.19,8,2026-02-06,199,Home Essentials,Returning
CUST-0480,40,Male,Orlando,South,101105.74,8,1393.15,174.14,5,2026-07-25,30,Groceries,New
CUST-0481,39,Male,New York City,East,108645.2,7,1041.45,148.78,6,2026-07-29,26,Home Essentials,Returning
CUST-0482,37,Male,Pittsburgh,East,67528.86,10,661.4,66.14,7,2026-06-27,58,Fashion,Returning
CUST-0483,33,Male,Springfield,Central,82258.92,4,573.03,143.26,3,2026-08-09,15,Office Supplies,Returning
CUST-0484,36,Female,Eugene,West,96654.35,7,952.74,136.11,6,2026-08-20,4,Home Essentials,Returning
CUST-0485,31,Female,New York City,East,67957.84,15,2009.01,133.93,10,2026-06-30,55,Office Supplies,Returning
CUST-0486,36,Male,Pittsburgh,East,97337.88,10,1108.01,110.8,8,2026-06-06,79,Groceries,Returning
CUST-0487,42,Female,Buffalo,East,89310.06,6,715.09,119.18,6,2026-08-08,16,Groceries,Returning
CUST-0488,29,Female,Dallas,Central,59917.77,21,2225.08,105.96,16,2026-07-07,48,Office Supplies,Returning
CUST-0489,41,Female,San Francisco,West,83743.29,20,2935.79,146.79,13,2026-07-21,34,Office Supplies,Loyal
CUST-0490,59,Female,Springfield,Central,53213.83,14,1493.32,106.67,14,2026-06-20,65,Home Essentials,Loyal
CUST-0491,18,Male,Boulder,Central,103236.05,11,1723.07,156.64,6,2026-02-19,186,Technology,New
CUST-0492,49,Male,Pittsburgh,East,85354.22,11,1438.8,130.8,10,2026-07-21,34,Office Supplies,Loyal
CUST-0493,39,Female,Philadelphia,East,71863.51,13,599.91,46.15,12,2026-08-18,6,Technology,Loyal
CUST-0494,18,Female,Pittsburgh,East,61300.26,1,132.28,132.28,1,2026-05-08,108,Furniture,New
CUST-0495,27,Female,Boulder,Central,53867.71,8,922.08,115.26,5,2026-06-26,59,Office Supplies,New
CUST-0496,42,Male,Orlando,South,91218.7,3,431.38,143.79,3,2026-08-03,21,Fashion,Returning
CUST-0497,23,Male,San Francisco,West,56663.37,8,637.48,79.68,5,2026-04-03,143,Technology,New
CUST-0498,25,Female,Charlotte,South,93365.7,13,1876.78,144.37,11,2026-05-11,105,Office Supplies,Returning
CUST-0499,39,Female,Savannah,South,60697.97,5,332.4,66.48,5,2026-07-21,34,Office Supplies,Returning
CUST-0500,56,Female,Portland,West,65024.85,1,107.21,107.21,1,2026-03-16,161,Technology,New
CUST-0501,53,Female,Springfield,Central,90471.88,1,76.34,76.34,1,2026-07-26,29,Home Essentials,New
CUST-0502,24,Male,Dallas,Central,92439.56,1,98.11,98.11,1,2026-08-09,15,Technology,New
CUST-0503,23,Male,Boston,East,74462.33,13,1912.98,147.15,8,2026-08-07,17,Furniture,Loyal
