Order ID,Order Date,Product,Category,Sub-Category,Region,State,City,Customer Segment,Sales,Quantity,Discount,Profit
ORD-00226,2023-08-26,Laser Printer,Technology,Printers,West,Oregon,Portland,Consumer,1494.91,4,0.1,61.1
ORD-00227,2024-06-14,Executive Chair,Furniture,Chairs,Central,Illinois,Chicago,Corporate,295.08,1,0.15,41.3
ORD-00228,2023-06-07,Inkjet Printer,Technology,Printers,East,Pennsylvania,Philadelphia,Consumer,202.31,1,0,17.17
ORD-00229,2025-11-08,Ergo Office Chair,Furniture,Chairs,East,Massachusetts,Cambridge,Home Office,134.56,1,0.2,11.06
ORD-00230,2025-05-08,Visitor Chair,Furniture,Chairs,South,Georgia,Savannah,Home Office,240.95,3,0,39.64
ORD-00231,2025-11-22,Ring Binder Set,Office Supplies,Binders,South,Georgia,Savannah,Consumer,68.21,3,0,18.4
ORD-00232,2024-05-11,Inkjet Printer,Technology,Printers,South,Florida,Tampa,Home Office,502.32,4,0,42.77
ORD-00233,2024-12-10,Marker Set,Office Supplies,Art,South,Florida,Tampa,Consumer,60.72,4,0,18.05
ORD-00234,2023-05-03,Sticky Notes Pack,Office Supplies,Paper,West,California,Los Angeles,Home Office,15.77,2,0.1,3.65
ORD-00235,2023-07-15,Inkjet Printer,Technology,Printers,East,Pennsylvania,Philadelphia,Consumer,1482.23,8,0,180.91
ORD-00236,2024-10-30,Wireless Mouse,Technology,Accessories,East,New York,New York City,Corporate,153.0,3,0,43.82
ORD-00237,2025-01-03,Premium Notebook,Office Supplies,Paper,West,Washington,Seattle,Consumer,89.2,4,0,26.22
ORD-00238,2024-11-02,File Cabinet,Furniture,Storage,South,Georgia,Atlanta,Corporate,131.67,1,,2.82
ORD-00239,2024-05-26,Ergo Office Chair,Furniture,Chairs,East,New York,New York City,Consumer,1055.43,5,0,261.59
ORD-00240,2024-06-14,Copy Paper Box,Office Supplies,Paper,South,Florida,Tampa,Consumer,34.38,1,0.2,2.28
ORD-00241,2025-08-02,Bookshelf,Furniture,Storage,South,Georgia,Savannah,Consumer,544.89,3,0,91.65
ORD-00242,2023-11-01,Storage Rack,Furniture,Storage,East,Massachusetts,Cambridge,Consumer,409.86,3,0,54.5
ORD-00243,2025-12-12,File Cabinet,Furniture,Storage,South,North Carolina,Raleigh,Consumer,672.54,4,0,126.15
ORD-00244,2023-02-23,Business Smartphone,Technology,Phones,South,Georgia,Atlanta,Corporate,1218.09,2,0,146.63
ORD-00245,2024-05-22,Archive Box,Office Supplies,Binders,South,North Carolina,Charlotte,Corporate,118.24,8,0.05,29.03
ORD-00246,2023-12-22,Bookshelf,Furniture,Storage,South,North Carolina,Raleigh,Home Office,188.39,1,0.1,20.55
ORD-00247,2024-01-21,Archive Box,Office Supplies,Binders,West,Washington,Seattle,Consumer,14.18,1,0,3.97
ORD-00248,2024-02-17,Archive Box,Office Supplies,Binders,East,Massachusetts,Boston,Consumer,34.12,3,0.2,3.35
ORD-00249,2023-05-29,Inkjet Printer,Technology,Printers,Central,Illinois,Springfield,Consumer,1247.05,8,0.1,26.31
ORD-00250,2024-10-11,Storage Rack,Furniture,Storage,South,North Carolina,Raleigh,Consumer,351.9,3,0,45.14
ORD-00251,2023-01-04,Desk Organizer,Office Supplies,Art,South,North Carolina,Charlotte,Consumer,46.03,2,0.15,5.33
ORD-00252,2025-10-13,File Cabinet,Furniture,Storage,East,Massachusetts,Boston,Corporate,1683.51,8,0.15,110.38
ORD-00253,2023-01-24,Executive Chair,Furniture,Chairs,East,Massachusetts,Boston,Corporate,407.44,1,0,84.3
ORD-00254,2025-02-14,Wireless Mouse,Technology,Accessories,South,North Carolina,Charlotte,Consumer,28.6,1,0.15,6.3
ORD-00255,2023-06-01,Wireless Mouse,Technology,Accessories,Central,Colorado,Denver,Consumer,334.04,10,0.15,64.84
ORD-00256,2025-06-08,Visitor Chair,Furniture,Chairs,East,New York,Buffalo,Corporate,430.01,4,0.1,42.65
ORD-00257,2023-04-12,Inkjet Printer,Technology,Printers,East,Massachusetts,Boston,Consumer,385.07,2,0.1,3.34
ORD-00258,2023-12-16,Premium Notebook,Office Supplies,Paper,South,Georgia,Savannah,Consumer,115.82,6,0,35.22
ORD-00259,2025-02-20,Wireless Mouse,Technology,Accessories,East,Massachusetts,Cambridge,Consumer,44.76,1,0,11.89
ORD-00260,2024-12-05,Archive Box,Office Supplies,Binders,East,New York,Buffalo,Corporate,37.1,2,0.05,8.92
ORD-00261,2025-09-02,USB-C Hub,Technology,Accessories,East,Pennsylvania,Philadelphia,Consumer,374.42,4,0,102.05
ORD-00262,2023-09-16,Executive Chair,Furniture,Chairs,West,Oregon,Portland,Home Office,278.62,1,0.2,25.04
ORD-00263,2025-03-24,USB-C Hub,Technology,Accessories,West,California,San Diego,Corporate,330.15,3,0,85.25
ORD-00264,2023-07-25,Marker Set,Office Supplies,Art,Central,Colorado,Boulder,Home Office,12.37,1,0.1,2.56
ORD-00265,2025-04-05,Storage Rack,Furniture,Storage,Central,Texas,Dallas,Home Office,226.53,2,0,40.39
ORD-00266,2023-02-11,Keyboard Combo,Technology,Accessories,West,Washington,Seattle,Home Office,66.73,1,0,17.41
ORD-00267,2025-05-03,Business Smartphone,Technology,Phones,West,Washington,Spokane,Corporate,3175.9,5,0.15,121.27
ORD-00268,2025-11-03,Receipt Printer,Technology,Printers,East,New York,New York City,Home Office,302.04,1,0,44.64
ORD-00269,2025-08-08,Laser Printer,Technology,Printers,Central,Texas,Dallas,Corporate,740.24,2,0.2,-23.49
ORD-00270,2024-06-13,Marker Set,Office Supplies,Art,West,Washington,Seattle,Consumer,49.46,3,0.2,7.53
ORD-00271,2024-07-05,Marker Set,Office Supplies,Art,South,North Carolina,Charlotte,Consumer,16.25,1,0,5.03
ORD-00272,2024-09-17,Whiteboard Kit,Office Supplies,Art,West,Washington,Spokane,Consumer,64.88,1,0,14.79
ORD-00273,2023-01-16,Inkjet Printer,Technology,Printers,West,Oregon,Eugene,Consumer,239.45,1,0,30.17
ORD-00274,2024-06-18,Desk Organizer,Office Supplies,Art,East,Pennsylvania,Philadelphia,Home Office,92.67,4,0.15,14.1
ORD-00275,2023-02-22,Presentation Folder,Office Supplies,Binders,South,Georgia,Savannah,Corporate,39.19,3,0.25,6.45
ORD-00276,2025-12-30,Archive Box,Office Supplies,Binders,West,Washington,Seattle,Home Office,59.22,5,0,14.03
ORD-00277,2024-01-10,Archive Box,Office Supplies,Binders,East,Massachusetts,Boston,Corporate,27.69,2,0.1,4.81
ORD-00278,2023-08-30,Receipt Printer,Technology,Printers,Central,Colorado,Denver,Consumer,267.22,1,0,41.91
ORD-00279,2023-11-05,Visitor Chair,Furniture,Chairs,West,Oregon,Eugene,Consumer,542.37,5,0,116.14
ORD-00280,2024-10-03,Premium Notebook,Office Supplies,Paper,West,California,San Diego,Corporate,45.24,2,0.1,10.93
ORD-00281,2025-04-06,Keyboard Combo,Technology,Accessories,East,Pennsylvania,Philadelphia,Corporate,636.89,8,0.15,80.76
ORD-00282,2023-01-09,Copy Paper Box,Office Supplies,Paper,Central,Illinois,Springfield,Consumer,71.0,2,0.05,12.45
ORD-00283,2024-08-18,Receipt Printer,Technology,Printers,West,Washington,Seattle,Consumer,1673.37,6,0,317.41
ORD-00284,2025-04-06,Executive Chair,Furniture,Chairs,South,Florida,Tampa,Consumer,646.3,2,0,132.1
ORD-00285,2024-06-07,Marker Set,Office Supplies,Art,Central,Texas,Austin,Consumer,70.07,5,0,19.48
ORD-00286,2024-06-01,Business Smartphone,Technology,Phones,Central,Colorado,Denver,Consumer,1287.99,3,0.1,51.12
ORD-00287,2023-08-03,Laser Printer,Technology,Printers,West,California,San Francisco,Consumer,460.38,1,0,67.09
ORD-00288,2024-08-27,Bookshelf,Furniture,Storage,South,North Carolina,Raleigh,Consumer,197.17,1,0.1,20.72
ORD-00289,2023-11-02,Marker Set,Office Supplies,Art,Central,Texas,Dallas,Corporate,29.5,2,0.25,5.32
ORD-00290,2023-03-22,Archive Box,Office Supplies,Binders,West,Oregon,Portland,Consumer,64.83,4,0,14.98
ORD-00291,2025-01-02,Desk Organizer,Office Supplies,Art,South,Florida,Orlando,Corporate,36.12,1,0,9.21
ORD-00292,2025-09-06,Marker Set,Office Supplies,Art,East,Pennsylvania,Philadelphia,Home Office,84.35,5,0,25.89
ORD-00293,2025-06-16,Conference Table,Furniture,Tables,Central,Colorado,Denver,Corporate,1358.5,2,0.15,117.2
ORD-00294,2023-01-26,Whiteboard Kit,Office Supplies,Art,Central,Colorado,Denver,Home Office,139.83,3,0,27.43
ORD-00295,2024-05-24,Receipt Printer,Technology,Printers,Central,Texas,Austin,Home Office,735.17,3,0,118.0
ORD-00296,2025-10-12,Premium Notebook,Office Supplies,Paper,West,Washington,Spokane,Consumer,20.35,1,0.1,4.99
ORD-00297,2025-07-06,Conference Table,Furniture,Tables,West,Washington,Seattle,Consumer,1307.57,2,0.05,183.0
ORD-00298,2024-09-15,Marker Set,Office Supplies,Art,Central,Illinois,Springfield,Consumer,15.47,1,0,4.8
ORD-00299,2025-08-26,Archive Box,Office Supplies,Binders,West,California,San Diego,Consumer,26.98,2,0.15,4.15
ORD-00300,2023-08-06,Visitor Chair,Furniture,Chairs,East,Pennsylvania,Pittsburgh,Consumer,351.03,3,0,63.08
ORD-00301,2024-01-26,Premium Notebook,Office Supplies,Paper,East,Pennsylvania,Philadelphia,Corporate,49.0,2,0.1,12.35
ORD-00302,2025-12-22,Desk Organizer,Office Supplies,Art,South,Georgia,Atlanta,Corporate,26.71,1,0.15,3.94
ORD-00303,2024-10-21,Keyboard Combo,Technology,Accessories,South,North Carolina,Charlotte,Consumer,379.02,8,0.25,43.96
ORD-00304,2025-11-15,Receipt Printer,Technology,Printers,South,North Carolina,Charlotte,Consumer,770.95,3,0,149.4
ORD-00305,2023-12-31,Receipt Printer,Technology,Printers,West,California,San Francisco,Corporate,1038.94,3,0.2,25.1
ORD-00306,2025-12-29,Wireless Mouse,Technology,Accessories,West,California,San Francisco,Consumer,157.2,3,0,43.8
ORD-00307,2024-05-28,Executive Chair,Furniture,Chairs,Central,Texas,Austin,Consumer,1671.1,5,0,394.74
ORD-00308,2025-03-07,Bookshelf,Furniture,Storage,Central,Texas,Dallas,Consumer,1228.86,8,0.25,-51.45
ORD-00309,2024-05-29,Work Desk,Furniture,Tables,South,North Carolina,Raleigh,Corporate,842.44,3,0.05,111.48
ORD-00310,2023-12-30,Copy Paper Box,Office Supplies,Paper,South,North Carolina,Charlotte,Consumer,74.01,2,0.05,13.13
ORD-00311,2024-11-07,Business Smartphone,Technology,Phones,East,Massachusetts,Boston,Corporate,1853.29,3,0.15,29.4
ORD-00312,2023-05-30,Archive Box,Office Supplies,Binders,East,New York,New York City,Corporate,14.91,1,0.05,3.62
ORD-00313,2024-11-10,Wireless Mouse,Technology,Accessories,South,North Carolina,Raleigh,Home Office,109.44,5,0.25,9.26
ORD-00314,2024-05-14,Desk Organizer,Office Supplies,Art,West,California,San Francisco,Consumer,131.98,4,0,34.77
ORD-00315,2025-11-07,Wireless Desk Phone,Technology,Phones,South,Florida,Orlando,Corporate,1643.8,8,0,280.23
ORD-00316,2023-05-15,File Cabinet,Furniture,Storage,South,Georgia,Atlanta,Consumer,680.39,5,0.15,77.89
ORD-00317,2023-05-28,Copy Paper Box,Office Supplies,Paper,West,Washington,Seattle,Consumer,45.05,1,0.1,6.16
ORD-00318,2024-06-13,USB-C Hub,Technology,Accessories,West,Washington,Seattle,Consumer,93.29,1,0,25.05
ORD-00319,2023-04-04,Premium Notebook,Office Supplies,Paper,South,Florida,Orlando,Corporate,46.43,2,0,14.19
ORD-00320,2023-03-05,Laser Printer,Technology,Printers,East,Massachusetts,Cambridge,Home Office,388.85,1,0.1,23.57
ORD-00321,2025-02-03,Sticky Notes Pack,Office Supplies,Paper,South,Florida,Miami,Consumer,25.67,3,0,8.56
ORD-00322,2024-12-05,Storage Rack,Furniture,Storage,East,New York,New York City,Corporate,185.73,1,0,22.94
ORD-00323,2025-08-02,Premium Notebook,Office Supplies,Paper,Central,Illinois,Chicago,Consumer,40.64,3,0.2,5.35
ORD-00324,2024-08-06,Wireless Desk Phone,Technology,Phones,West,Washington,Spokane,Corporate,213.78,1,0.05,28.71
ORD-00325,2024-10-03,Executive Chair,Furniture,Chairs,Central,Illinois,Springfield,Home Office,285.25,1,0.1,37.03
ORD-00326,2024-09-17,Business Smartphone,Technology,Phones,Central,Texas,Dallas,Home Office,388.97,1,0.05,27.13
ORD-00327,2023-06-04,Whiteboard Kit,Office Supplies,Art,East,Pennsylvania,Pittsburgh,Corporate,69.06,1,0,15.54
ORD-00328,2023-11-01,Conference Phone,Technology,Phones,Central,Illinois,Chicago,Consumer,732.88,2,0,150.33
ORD-00329,2023-12-06,Premium Notebook,Office Supplies,Paper,East,Pennsylvania,Philadelphia,Corporate,49.11,2,0,13.95
ORD-00330,2025-01-26,File Cabinet,Furniture,Storage,West,Washington,Spokane,Consumer,424.88,2,0,91.66
ORD-00331,2025-12-03,Archive Box,Office Supplies,Binders,East,Pennsylvania,Philadelphia,Consumer,30.65,2,0.05,6.35
ORD-00332,2024-04-01,Keyboard Combo,Technology,Accessories,West,Washington,Seattle,Corporate,82.35,1,0,20.9
ORD-00333,2024-01-18,Storage Rack,Furniture,Storage,South,North Carolina,Charlotte,Consumer,236.05,2,0,37.39
ORD-00334,2025-04-21,Ergo Office Chair,Furniture,Chairs,West,California,Los Angeles,Corporate,231.89,1,0.05,43.84
ORD-00335,2025-04-10,Receipt Printer,Technology,Printers,East,Pennsylvania,Pittsburgh,Home Office,243.77,1,0.05,26.11
ORD-00336,2025-04-21,Laser Printer,Technology,Printers,Central,Colorado,Boulder,Consumer,987.86,3,0.2,8.97
ORD-00337,2023-09-28,Executive Chair,Furniture,Chairs,South,North Carolina,Raleigh,Home Office,833.28,3,0,197.53
ORD-00338,2025-12-24,Business Smartphone,Technology,Phones,West,California,San Diego,Corporate,686.95,1,0.2,-4.93
ORD-00339,2023-03-30,Ring Binder Set,Office Supplies,Binders,South,Georgia,Savannah,Consumer,82.68,4,0.2,10.05
ORD-00340,2024-06-05,Business Smartphone,Technology,Phones,West,Oregon,Eugene,Consumer,474.69,1,0.1,32.22
ORD-00341,2025-02-07,Desk Organizer,Office Supplies,Art,West,California,Los Angeles,Consumer,99.51,3,0,26.84
ORD-00342,2025-03-24,Archive Box,Office Supplies,Binders,Central,Illinois,Chicago,Consumer,35.05,3,0,9.32
ORD-00343,2023-10-10,Marker Set,Office Supplies,Art,Central,Illinois,Chicago,Consumer,33.58,2,0.1,7.89
ORD-00344,2023-04-17,File Cabinet,Furniture,Storage,South,Florida,Orlando,Home Office,250.45,2,0,43.19
ORD-00345,2025-02-26,Archive Box,Office Supplies,Binders,Central,Illinois,Chicago,Home Office,44.71,5,0.1,8.93
ORD-00346,2025-11-27,Conference Phone,Technology,Phones,West,Oregon,Portland,Corporate,1673.98,3,0,260.55
ORD-00347,2024-07-19,Archive Box,Office Supplies,Binders,West,Oregon,Portland,Corporate,60.96,4,0,16.7
ORD-00348,2024-12-13,Wireless Mouse,Technology,Accessories,Central,Texas,Dallas,Home Office,102.91,3,0,27.24
ORD-00349,2024-08-25,Conference Phone,Technology,Phones,South,North Carolina,Raleigh,Corporate,3177.52,8,0.05,539.64
ORD-00350,2025-07-28,Marker Set,Office Supplies,Art,West,Washington,Seattle,Consumer,79.22,4,0,23.51
ORD-00351,2024-12-24,Conference Phone,Technology,Phones,South,Florida,Orlando,Consumer,790.79,3,0.15,33.68
ORD-00352,2024-12-25,Bookshelf,Furniture,Storage,East,Pennsylvania,Philadelphia,Corporate,308.0,1,0.1,30.77
ORD-00353,2024-05-26,Ring Binder Set,Office Supplies,Binders,Central,Texas,Houston,Corporate,87.64,3,0.05,18.79
ORD-00354,2025-09-14,Keyboard Combo,Technology,Accessories,South,North Carolina,Raleigh,Corporate,533.59,10,0.2,79.89
ORD-00355,2023-04-21,Keyboard Combo,Technology,Accessories,South,Florida,Tampa,Consumer,271.67,5,0.1,58.1
ORD-00356,2024-10-08,Sticky Notes Pack,Office Supplies,Paper,East,Pennsylvania,Philadelphia,Consumer,33.15,3,0,11.62
ORD-00357,2024-12-03,Keyboard Combo,Technology,Accessories,East,Pennsylvania,Pittsburgh,Consumer,153.2,2,0,43.6
ORD-00358,2023-07-24,Sticky Notes Pack,Office Supplies,Paper,West,Washington,Seattle,Consumer,91.54,8,0,32.27
ORD-00359,2025-11-24,Keyboard Combo,Technology,Accessories,West,Oregon,Portland,Consumer,347.56,4,0,97.64
ORD-00360,2025-07-10,Presentation Folder,Office Supplies,Binders,West,Oregon,Eugene,Consumer,34.46,2,0,11.29
ORD-00361,2023-12-24,Presentation Folder,Office Supplies,Binders,West,Oregon,Eugene,Corporate,45.45,2,0,16.01
ORD-00362,2023-12-10,Presentation Folder,Office Supplies,Binders,Central,Colorado,Boulder,Home Office,12.0,1,0,3.71
ORD-00363,2024-07-01,Keyboard Combo,Technology,Accessories,South,Georgia,Savannah,Consumer,61.82,1,0,18.62
ORD-00364,2023-06-13,Work Desk,Furniture,Tables,East,Massachusetts,Boston,Consumer,421.45,2,0.1,44.08
ORD-00365,2025-03-09,Conference Phone,Technology,Phones,West,Oregon,Portland,Consumer,2187.81,5,0,374.42
ORD-00366,2025-09-02,Inkjet Printer,Technology,Printers,West,California,San Diego,Corporate,825.57,3,0,81.13
ORD-00367,2025-12-29,Keyboard Combo,Technology,Accessories,West,California,San Francisco,Consumer,138.5,2,0,40.07
ORD-00368,2023-10-07,USB-C Hub,Technology,Accessories,East,Massachusetts,Cambridge,Consumer,335.89,4,0.1,56.69
ORD-00369,2024-01-22,Inkjet Printer,Technology,Printers,West,California,San Diego,Corporate,481.66,2,0,41.22
ORD-00370,2024-07-10,Receipt Printer,Technology,Printers,South,Georgia,Atlanta,Home Office,217.71,1,0,32.15
ORD-00371,2025-10-04,Ergo Office Chair,Furniture,Chairs,East,Pennsylvania,Philadelphia,Consumer,237.42,1,0,53.45
ORD-00372,2023-11-05,Visitor Chair,Furniture,Chairs,West,Washington,Spokane,Consumer,536.55,4,0,82.44
ORD-00373,2025-03-14,Work Desk,Furniture,Tables,East,Massachusetts,Cambridge,Home Office,200.06,1,0.1,20.59
ORD-00374,2023-03-10,File Cabinet,Furniture,Storage,West,California,San Francisco,Consumer,1143.02,8,0.2,57.32
ORD-00375,2025-12-02,Coffee Table,Furniture,Tables,West,Washington,Seattle,Home Office,155.27,1,0,23.43
ORD-00376,2024-07-19,Wireless Mouse,Technology,Accessories,East,New York,Buffalo,Corporate,42.79,1,0.1,9.82
ORD-00377,2024-11-24,Marker Set,Office Supplies,Art,East,Pennsylvania,Philadelphia,Corporate,87.67,4,0,28.16
ORD-00378,2024-12-12,Archive Box,Office Supplies,Binders,East,Pennsylvania,Pittsburgh,Consumer,12.31,1,0.15,1.61
ORD-00379,2025-09-30,Executive Chair,Furniture,Chairs,West,Oregon,Eugene,Consumer,1476.29,5,0.2,110.08
ORD-00380,2024-08-28,Desk Organizer,Office Supplies,Art,West,Oregon,Eugene,Corporate,183.23,5,0.05,38.65
ORD-00381,2023-05-10,Desk Organizer,Office Supplies,Art,East,Pennsylvania,Pittsburgh,Corporate,36.7,1,0,8.67
ORD-00382,2023-05-17,Ergo Office Chair,Furniture,Chairs,South,Florida,Miami,Corporate,219.78,1,0.05,44.73
ORD-00383,2024-06-08,Executive Chair,Furniture,Chairs,Central,Texas,Houston,Corporate,1872.14,6,0.15,154.69
ORD-00384,2025-05-01,Marker Set,Office Supplies,Art,South,Georgia,Atlanta,Corporate,84.45,5,0,23.36
ORD-00385,2024-04-18,Business Smartphone,Technology,Phones,West,California,San Diego,Corporate,686.85,1,0.1,63.39
ORD-00386,2025-01-03,Whiteboard Kit,Office Supplies,Art,West,California,Los Angeles,Corporate,234.02,3,0.05,44.65
ORD-00387,2024-12-22,Desk Organizer,Office Supplies,Art,South,Georgia,Savannah,Home Office,50.34,2,0,13.38
ORD-00388,2024-06-04,Keyboard Combo,Technology,Accessories,South,Florida,Tampa,Consumer,104.71,2,0,25.17
ORD-00389,2024-03-30,Work Desk,Furniture,Tables,Central,Colorado,Boulder,Home Office,411.13,2,0.05,66.0
ORD-00390,2023-11-16,Coffee Table,Furniture,Tables,East,Massachusetts,Cambridge,Consumer,278.57,2,0.2,6.59
ORD-00391,2023-12-21,Receipt Printer,Technology,Printers,West,California,San Diego,Corporate,336.58,1,0.15,20.4
ORD-00392,2024-11-15,Keyboard Combo,Technology,Accessories,South,Florida,Miami,Corporate,323.79,5,0.2,26.86
ORD-00393,2025-12-09,Storage Rack,Furniture,Storage,East,Pennsylvania,Philadelphia,Consumer,369.48,3,0.25,-20.47
ORD-00394,2023-07-04,Conference Table,Furniture,Tables,East,Massachusetts,Boston,Consumer,2661.0,4,0.05,326.69
ORD-00395,2023-09-25,Archive Box,Office Supplies,Binders,East,Massachusetts,Boston,Corporate,142.37,10,0.05,30.63
ORD-00396,2023-07-03,Conference Table,Furniture,Tables,West,California,San Francisco,Consumer,1958.09,3,0.1,224.03
ORD-00397,2025-06-24,Ring Binder Set,Office Supplies,Binders,South,Florida,Miami,Corporate,21.92,1,0.1,3.97
ORD-00398,2023-10-30,Ring Binder Set,Office Supplies,Binders,West,California,San Francisco,Consumer,31.29,1,0,8.89
ORD-00399,2024-06-13,Receipt Printer,Technology,Printers,South,North Carolina,Charlotte,Consumer,1297.35,6,0.05,148.34
ORD-00400,2024-07-09,File Cabinet,Furniture,Storage,East,Pennsylvania,Pittsburgh,Corporate,1151.32,6,0,261.83
ORD-00401,2025-03-02,Coffee Table,Furniture,Tables,South,Florida,Orlando,Corporate,446.6,3,0,78.8
ORD-00402,2023-02-14,Bookshelf,Furniture,Storage,West,Washington,Seattle,Consumer,698.89,3,0,149.29
ORD-00403,2024-07-18,Desk Organizer,Office Supplies,Art,South,Florida,Tampa,Home Office,21.93,1,0,6.08
ORD-00404,2025-12-02,Whiteboard Kit,Office Supplies,Art,Central,Illinois,Chicago,Corporate,148.73,2,0,29.53
ORD-00405,2023-10-11,Laser Printer,Technology,Printers,South,Georgia,Atlanta,Consumer,2267.13,6,0.1,74.09
ORD-00406,2023-05-19,Laser Printer,Technology,Printers,East,New York,New York City,Corporate,2556.86,5,0,410.87
ORD-00407,2024-07-14,Ergo Office Chair,Furniture,Chairs,East,New York,Buffalo,Corporate,656.26,3,0.05,122.81
ORD-00408,2025-09-03,Bookshelf,Furniture,Storage,Central,Illinois,Chicago,Home Office,323.91,2,0,64.68
ORD-00409,2023-01-31,Ring Binder Set,Office Supplies,Binders,Central,Texas,Houston,Consumer,116.41,6,0.25,9.85
ORD-00410,2025-07-26,Presentation Folder,Office Supplies,Binders,Central,Colorado,Boulder,Corporate,27.29,2,0.2,4.88
ORD-00411,2023-03-20,Keyboard Combo,Technology,Accessories,South,Florida,Miami,Corporate,136.28,2,0.1,27.98
ORD-00412,2023-04-11,Conference Table,Furniture,Tables,South,Georgia,Savannah,Consumer,1127.93,2,0.2,
ORD-00413,2025-07-14,File Cabinet,Furniture,Storage,East,Pennsylvania,Philadelphia,Consumer,348.03,2,0,79.43
ORD-00414,2025-07-20,Coffee Table,Furniture,Tables,Central,Colorado,Denver,Corporate,159.03,1,0,27.68
ORD-00415,2025-02-25,Whiteboard Kit,Office Supplies,Art,South,Georgia,Savannah,Consumer,56.87,1,0,11.41
ORD-00416,2023-10-24,File Cabinet,Furniture,Storage,West,Washington,Spokane,Consumer,197.66,1,0.15,27.09
ORD-00417,2023-01-26,USB-C Hub,Technology,Accessories,South,North Carolina,Raleigh,Consumer,195.64,3,0.05,44.98
ORD-00418,2024-05-16,Archive Box,Office Supplies,Binders,Central,Texas,Houston,Consumer,10.61,1,0,2.73
ORD-00419,2024-09-03,Business Smartphone,Technology,Phones,East,New York,New York City,Corporate,1936.1,3,0.1,67.84
ORD-00420,2025-07-21,Ring Binder Set,Office Supplies,Binders,East,Massachusetts,Cambridge,Consumer,51.82,2,0,13.94
ORD-00421,2023-10-03,Conference Table,Furniture,Tables,West,Oregon,Portland,Corporate,3413.81,3,0,662.85
ORD-00422,2025-09-17,Whiteboard Kit,Office Supplies,Art,West,Oregon,Eugene,Consumer,205.43,3,0.05,37.49
ORD-00423,2025-10-16,Conference Phone,Technology,Phones,East,Massachusetts,Boston,Consumer,350.35,1,0.05,55.18
ORD-00424,2025-04-29,Keyboard Combo,Technology,Accessories,West,Oregon,Portland,Consumer,82.45,1,0,22.5
ORD-00425,2024-10-25,Sticky Notes Pack,Office Supplies,Paper,West,Washington,Seattle,Home Office,9.47,1,0.15,2.27
ORD-00426,2023-03-14,Ring Binder Set,Office Supplies,Binders,Central,Colorado,Boulder,Consumer,86.67,5,0.2,11.7
ORD-00427,2024-10-08,Business Smartphone,Technology,Phones,West,Washington,Spokane,Consumer,545.13,1,0.15,21.65
ORD-00428,2023-12-06,Wireless Mouse,Technology,Accessories,Central,Illinois,Springfield,Corporate,55.1,1,0,17.3
ORD-00429,2024-09-11,Work Desk,Furniture,Tables,East,New York,New York City,Home Office,452.58,2,0,78.01
ORD-00430,2025-09-17,Desk Organizer,Office Supplies,Art,Central,Texas,Houston,Home Office,114.49,6,0.1,20.14
ORD-00431,2025-12-05,Work Desk,Furniture,Tables,Central,Colorado,Denver,Consumer,1386.99,5,0,223.94
ORD-00432,2024-10-01,Premium Notebook,Office Supplies,Paper,East,Massachusetts,Cambridge,Corporate,89.82,4,0.1,20.31
ORD-00433,2025-11-18,Bookshelf,Furniture,Storage,West,Washington,Seattle,Home Office,805.6,4,0.05,140.39
ORD-00434,2025-06-27,Visitor Chair,Furniture,Chairs,South,Florida,Miami,Consumer,94.16,1,0,17.98
ORD-00435,2025-07-02,Keyboard Combo,Technology,Accessories,South,North Carolina,Charlotte,Home Office,170.92,4,0.05,43.76
ORD-00436,2025-08-17,Coffee Table,Furniture,Tables,Central,Illinois,Springfield,Consumer,115.97,1,0.15,3.27
ORD-00437,2024-11-07,Presentation Folder,Office Supplies,Binders,West,California,San Francisco,Consumer,28.87,2,0.15,6.47
ORD-00438,2025-11-06,File Cabinet,Furniture,Storage,West,Oregon,Portland,Corporate,737.65,3,0,151.67
ORD-00439,2025-09-14,Wireless Mouse,Technology,Accessories,South,North Carolina,Raleigh,Corporate,79.26,2,0.1,18.91
ORD-00440,2023-06-09,Whiteboard Kit,Office Supplies,Art,South,Florida,Tampa,Corporate,124.04,2,0,26.84
ORD-00441,2023-08-11,Desk Organizer,Office Supplies,Art,West,Oregon,Portland,Consumer,155.04,5,0.15,16.95
ORD-00442,2023-10-28,Archive Box,Office Supplies,Binders,West,Oregon,Eugene,Consumer,47.35,3,0,11.35
ORD-00443,2025-06-09,Ring Binder Set,Office Supplies,Binders,Central,Colorado,Boulder,Home Office,112.18,5,0,28.05
ORD-00444,2025-01-05,Work Desk,Furniture,Tables,East,Pennsylvania,Pittsburgh,Corporate,1267.24,4,0,217.04
ORD-00445,2023-10-12,Conference Table,Furniture,Tables,South,Florida,Orlando,Home Office,1598.07,3,0,282.68
ORD-00446,2025-09-23,Copy Paper Box,Office Supplies,Paper,East,Massachusetts,Cambridge,Home Office,131.64,4,0.2,10.69
ORD-00447,2025-07-10,Business Smartphone,Technology,Phones,West,California,San Diego,Corporate,2509.25,4,0.1,139.01
ORD-00448,2023-03-10,Desk Organizer,Office Supplies,Art,Central,Texas,Austin,Corporate,149.41,4,0,43.92
ORD-00449,2024-07-26,Conference Phone,Technology,Phones,South,Florida,Miami,Consumer,902.73,4,0.2,37.18
ORD-00450,2024-10-01,USB-C Hub,Technology,Accessories,Central,Illinois,Springfield,Corporate,173.56,2,0.1,30.97
